,mId,mCode,mName,cId,cName,cType,cDetail,cHeight,cLat,cLot
67161,0000000027,482501001,도봉산,0000009843,만월암(滿月庵) 1,문화자원,"도봉산 만장봉 중턱에 위치한 만월암은 신라 문무왕 때 의상대사가 창건을 했다고 전해진다. 이후 만월암은 보덕굴(普德窟)이라는 참선도량으로 알려지는데, 현재 만월보전 내 서울시 유형문화재 제121호로 지정된 조선시대 석불좌상이 봉안되어 있는 것으로 보아 조선시대",498.268,37.699425,127.018967
67164,0000000027,482501001,도봉산,0000009844,만월암 산신각,문화자원,"현재?불교에서는?산신을?가람수호신과?산?속?생활의?평온을?지켜주는?외호신으로?받아들이고?있다.?산신각은?불교?밖에서?유입된?신을?모시는?건물이기?때문에?‘전’이라?하지?않고?반드시?‘각’이라?하며,?이는?한국?불교?특유의?전각?가운데?하나이다.",523.531,37.70018,127.018837
67170,0000000027,482501001,도봉산,0000009904,호국쌍용사,문화자원,사찰,186.829,37.699192,126.973335
67083,0000000027,482501001,도봉산,0000009928,사패산2보루,문화자원,-,451.442,37.723389,127.022552
67104,0000000027,482501001,도봉산,0000009929,극락전,문화자원,-,203.679,37.721115,127.025299
67176,0000000027,482501001,도봉산,0000009930,김구선생암각문,문화자원,-,155.209,37.719788,127.028191
67179,0000000027,482501001,도봉산,0000009931,"호암사, 극락전",문화자원,-,0.0,37.726974,127.025574
69967,0000000028,-,두륜산,0000009967,대흥사 입구 건축물,문화자원,-,92.0,34.494164,126.617279
69968,0000000028,-,두륜산,0000009968,흔들바위,문화자원,-,564.0,34.475281,126.634651
69971,0000000028,-,두륜산,0000009995,만일암지 오층석탑,문화자원,전남 문화재자료246호,506.0,34.470875,126.633972
69972,0000000028,-,두륜산,0000009996,천년수,문화자원,"보호수로  수령1,200~1,500년",495.0,34.471046,126.633659
69973,0000000028,-,두륜산,0000010009,구름다리,문화자원,대흥사 8경중에 1경,636.0,34.467426,126.634521
69974,0000000028,-,두륜산,0000010016,두륜산 케이블카 승강장,문화자원,운행시간 09:00~18:00(하절기)09:00~17:00(동절기),160.0,34.496586,126.625145
69975,0000000028,-,두륜산,0000010020,두륜산대둔사 건물,문화자원,대흥사매표소에서 대흥사방향있음,90.0,34.494118,126.617287
69976,0000000028,-,두륜산,0000010027,북미륵암,문화자원,국보308호 마애여래좌상을 모심,472.0,34.474651,126.631195
69978,0000000028,-,두륜산,0000010051,대흥사 일주문,문화자원,일주문건물,149.0,34.477238,126.61348
69979,0000000028,-,두륜산,0000010052,두륜산 등산안내도,문화자원,두륜산 산행코스 지도,126.0,34.482754,126.614494
69980,0000000028,-,두륜산,0000010070,북미륵암  마애여래좌상,문화자원,국보308호,437.0,34.474621,126.631439
67316,0000000029,422301901,두타산,0000010108,국가지점번호,문화자원,-,1242.817,37.430782,129.00766
67383,0000000029,422301901,두타산,0000010109,무릉계곡명승지안내도,문화자원,-,339.553,37.45528,128.997574
67584,0000000029,422301901,두타산,0000010119,헬기장,문화자원,-,1373.201,37.42664,129.0047
67651,0000000029,422301901,두타산,0000010121,천은사,문화자원,"신라시대고찰,이승휴선생 기거한곳",249.594,37.444355,129.042557
67718,0000000029,422301901,두타산,0000010122,오십정,문화자원,돌웅덩이가 오십여개,688.063,37.444485,129.02623
67785,0000000029,422301901,두타산,0000010124,무릉계곡입구,문화자원,"주차매표소,소형2,000원,대형3,000원",137.783,37.46629,129.031189
67852,0000000029,422301901,두타산,0000010125,동해무릉건강숲,문화자원,"숙박,찜질방,체험프로그램,건강자연식당운영",136.131,37.466011,129.030685
67919,0000000029,422301901,두타산,0000010126,두타산성,문화자원,"신라시대증축,임진왜란시 의병을 조직하여 외군을격침",466.216,37.455158,129.004852
67986,0000000029,422301901,두타산,0000010147,삼화사,문화자원,"신라시대고찰,삼화사삼층석탑(보물1277호)",198.896,37.463692,129.014435
68120,0000000029,422301901,두타산,0000010156,호암소,문화자원,"상좌스님의 여인에 대한 흠모가 얽힌 소, 4인의자2개",149.625,37.464382,129.024521
68187,0000000029,422301901,두타산,0000010157,무릉반석,문화자원,5천제곱미터 넓이의 반석위에 명필가와 묵객등이 음각해 놓은 여러글씨가 있음,189.891,37.463337,129.016769
68254,0000000029,422301901,두타산,0000010158,동안사,문화자원,동안거사이승휴 살던터(제왕운기저술),230.72,37.44482,129.043854
68321,0000000029,422301901,두타산,0000010169,금란정,문화자원,"일제강점기 향교가 폐교되고 금란이라는 모임으로 울분을 달램, 그후 1947년에 후임계원들이 뜻을 받들어 정자를 건립 함",186.35,37.463333,129.017166
68388,0000000029,422301901,두타산,0000010182,최인희시비(낙조),문화자원,낙조는 시인 최인희가 현대문학 장르에서 두타산을 노래한 최초의 작품,186.638,37.463203,129.0177
69981,0000000030,287100601,마니산,0000010222,참성단 중수비,문화자원,숙종43년 강화유수 최석항이 새로이 보수한 후 기내용을 기록한 비이다,469.235,37.615139,126.431122
70055,0000000030,287100601,마니산,0000010223,강화 상방리 비석군,문화자원,-,45.617,37.632938,126.418022
70129,0000000030,287100601,마니산,0000010237,참성단,문화자원,2020.08.19 현재 참성단 보호위해 출입 일시금지,465.681,37.615608,126.430168
70203,0000000030,287100601,마니산,0000010238,정수사,문화자원,아담한 사찰,231.721,37.607506,126.445297
70351,0000000030,287100601,마니산,0000010302,마니산 참성단,문화자원,-,496.172,37.615601,126.430595
70573,0000000030,287100601,마니산,0000010362,함허동천계곡,문화자원,-,144.818,37.612789,126.446022
70647,0000000031,457200901,마이산,0000010364,고금당,문화자원,고금당(사),447.713,35.760628,127.389534
70675,0000000031,457200901,마이산,0000010457,화엄굴,문화자원,숫마이봉150미터지저위치,543.515,35.76125,127.414825
70703,0000000031,457200901,마이산,0000010458,은수사,문화자원,은수사 경내,501.898,35.759266,127.413986
70731,0000000031,457200901,마이산,0000010459,마이산 천지탑,문화자원,마이산 탑사경내 돌탑인 천지탑,447.258,35.758846,127.411858
70759,0000000031,457200901,마이산,0000010465,마이산탑사,문화자원,마이산의 돌탑이 많은 탑사,464.022,35.758183,127.411072
70787,0000000031,457200901,마이산,0000010488,금당사,문화자원,1400 년백제전통사찰 조계종,356.132,35.757896,127.396965
70815,0000000031,457200901,마이산,0000010491,금당사석탑,문화자원,고려시대 추정 석탑,346.041,35.757843,127.396767
70843,0000000031,457200901,마이산,0000010499,탑사,문화자원,탑사,395.863,35.7579,127.410439
70899,0000000031,457200901,마이산,0000010502,이성계와은수사,문화자원,이성계가 기도했던 사찰,458.001,35.759403,127.414627
70927,0000000031,457200901,마이산,0000010503,청실배나무,문화자원,이성계가심었다함,456.89,35.759472,127.41465
70955,0000000031,457200901,마이산,0000010508,천왕문,문화자원,천왕문 분수령,502.449,35.761501,127.414497
70983,0000000032,427800701,명성산,0000010540,평화의쉼터,문화자원,6.25당시 국군들 유해품 발견 장소,218.557,38.072643,127.322815
71003,0000000032,427800701,명성산,0000010541,낭만닥타 김사부 세트장,문화자원,돌담병원,230.581,38.072079,127.323486
71023,0000000032,427800701,명성산,0000010542,수상휴게실,문화자원,오리배 모터보트 타는곳,227.006,38.069641,127.323746
71043,0000000032,427800701,명성산,0000010558,김일성 별장터,문화자원,-,230.971,38.066422,127.318306
71063,0000000032,427800701,명성산,0000010566,낭만닥터 김사부 촬영장소,문화자원,-,226.498,38.072559,127.322746
71083,0000000032,427800701,명성산,0000010579,놀이공원,문화자원,-,204.779,38.069344,127.323563
71103,0000000032,427800701,명성산,0000010588,우체통,문화자원,1년뒤내게오는편지,767.344,38.081509,127.336212
71123,0000000033,418201401,명지산,0000010630,사방댐,문화자원,-,584.112,37.970867,127.39122
71138,0000000033,418201401,명지산,0000010724,명지산승천사,문화자원,-,235.071,37.936462,127.481155
71153,0000000033,418201401,명지산,0000010725,명지산 수련원,문화자원,-,263.171,37.936008,127.486771
71168,0000000033,418201401,명지산,0000010726,바위가된 막쇠와 언년이(암수바위),문화자원,-,435.51,37.971863,127.401398
71183,0000000033,418201401,명지산,0000010727,효자가 된 놀던바위(거북바위),문화자원,-,437.013,37.971893,127.400528
71198,0000000033,418201401,명지산,0000010728,자작나무,문화자원,-,546.848,37.978756,127.392044
71213,0000000033,418201401,명지산,0000010729,지네를 물리친 두꺼비(두꺼비바위),문화자원,-,558.835,37.97086,127.391846
71228,0000000033,418201401,명지산,0000010730,강씨봉 산신령의 선물(칼바위),문화자원,-,517.841,37.972073,127.396004
71243,0000000033,418201401,명지산,0000010731,궁예부인의 한(연화소),문화자원,-,512.796,37.972065,127.396584
71258,0000000033,418201401,명지산,0000010732,꿈을 이루서주는 강씨부인의 지팡이,문화자원,-,464.729,37.97076,127.405403
71273,0000000033,418201401,명지산,0000010733,꿈을 이루어주는 강씨봉의 하늘 다람쥐,문화자원,-,461.649,37.970692,127.405327
71288,0000000033,418201401,명지산,0000010734,춤추는 나무,문화자원,-,462.511,37.970737,127.405281
71303,0000000033,418201401,명지산,0000010735,강씨봉  소리향기길,문화자원,-,435.123,37.970459,127.407967
71318,0000000033,418201401,명지산,0000010736,승천사 사찰,문화자원,-,321.736,37.934559,127.476654
71333,0000000033,418201401,명지산,0000010737,승천사 관음불상,문화자원,사찰경내,246.293,37.935143,127.477867
71348,0000000033,418201401,명지산,0000010738,명지산 생태전시관,문화자원,-,219.787,37.935696,127.487457
71363,0000000033,418201401,명지산,0000010740,자연학습원,문화자원,-,220.5,37.935692,127.487183
71378,0000000033,418201401,명지산,0000010753,승천사 사탑,문화자원,-,287.343,37.935413,127.478233
71408,0000000033,418201401,명지산,0000010762,명지산 승천사,문화자원,-,229.057,37.936501,127.481285
71423,0000000033,418201401,명지산,0000010763,승천사 경내,문화자원,-,235.927,37.935745,127.478828
71438,0000000033,418201401,명지산,0000010872,접시꽃당신-예쁜글귀,문화자원,-,415.877,37.970108,127.407776
71468,0000000033,418201401,명지산,0000010920,물푼레나무,문화자원,-,603.947,37.980194,127.386749
71483,0000000033,418201401,명지산,0000010998,포천으로 가는 강씨봉고개(오뚜기고개),문화자원,-,783.089,37.951141,127.378822
71513,0000000033,418201401,명지산,0000011096,승천사,문화자원,창건연대는 얼마되지 않은 아담하고 조용한 비구니 사찰,274.346,37.934704,127.47702
71528,0000000033,418201401,명지산,0000011143,백둔시설지구,문화자원,연인산 관광을 위해 만든 시설지구,375.291,37.896603,127.443237
71543,0000000033,418201401,명지산,0000011156,숮가마,문화자원,예전 숮가마 흔적,842.69,37.902859,127.407776
71558,0000000035,431502001,무등산,0000011574,무등산 증심사,문화자원,코로나로 인한 집합금지명령 발동중. 경내진입 불가.,244.845,35.128494,126.969276
71601,0000000035,431502001,무등산,0000011575,오방수련원,문화자원,오방수련원,292.455,35.126949,126.971138
71644,0000000035,431502001,무등산,0000011576,당산나무,문화자원,무등산 당산나무 수령 약 500년 추정,320.181,35.126114,126.971809
71687,0000000035,431502001,무등산,0000011653,벌집바위 암장,문화자원,허가 후 암벽등반 가능,361.918,35.112255,126.982887
71730,0000000035,431502001,무등산,0000011685,원효사 출입문,문화자원,코로나로 출입금지,436.618,35.147804,126.98513
71773,0000000035,431502001,무등산,0000011686,원효사 입구,문화자원,코로나로 경내 출입금지,393.089,35.146164,126.986473
71816,0000000035,431502001,무등산,0000011701,충장사,문화자원,충장공 김덕령 장군 사적지,275.638,35.162174,126.979362
71859,0000000035,431502001,무등산,0000011702,어사바위,문화자원,어사바위,340.029,35.149601,126.98867
71945,0000000035,431502001,무등산,0000011719,풍암정,문화자원,계곡 건너기 전 바라본 풍암정,196.666,35.160645,126.993042
71988,0000000035,431502001,무등산,0000011732,무등산 노무현길 비석,문화자원,전 노무현 대통령 탐방길,159.989,35.132748,126.960915
72031,0000000035,431502001,무등산,0000011733,문빈정사,문화자원,"문빈정사, 코로나로 답사불가",160.268,35.132626,126.961136
72074,0000000035,431502001,무등산,0000011734,의재 허백련 문화유적,문화자원,의재미술관,216.219,35.129234,126.967171
72117,0000000035,431502001,무등산,0000011735,약사사,문화자원,약사사 입구,322.977,35.12249,126.971344
72160,0000000035,431502001,무등산,0000011741,무동마을 보호수,문화자원,"320년 수령 느티나무,  지정번호 16-6-4-9",284.617,35.137691,127.043854
72203,0000000035,431502001,무등산,0000011831,무등산분청사기전시실,문화자원,코로나로 전시관 및 가마터 입장 금지,164.79,35.167637,126.999168
72246,0000000035,431502001,무등산,0000011859,정곡리 왕버들 보호수,문화자원,보호수,163.321,35.164669,127.035263
72289,0000000035,431502001,무등산,0000011864,사봉실,문화자원,사봉실,298.304,35.151791,127.035164
72418,0000000035,431502001,무등산,0000011894,천년느티나무,문화자원,"500년 수령의 느티나무, 높이 35m, 둘레 7.9m",222.12,35.158699,127.044403
